,Name,Weapon Type,Archetype,Rarity,Optimal TTK,Bodyshot TTK,Usage,Impact,Range,Stability,Handling,Reload Speed,Rounds Per Minute,Magazine,Aim Assistance,Zoom,Recoil Direction,Blast Radius,Velocity,Charge Time,Accuracy,Draw Time,Swing Speed,Efficiency,Defense,Ammo Capacity,Perk 1 Init,Perk 1 Rolls Hash,Perk 1 Rolls,Perk 1 is Intrinsic,Perk 2 Init,Perk 2 Rolls Hash,Perk 2 Rolls,Perk 2 is Intrinsic,Perk 3 Init,Perk 3 Rolls Hash,Perk 3 Rolls,Perk 3 is Intrinsic,Perk 4 Init,Perk 4 Rolls Hash,Perk 4 Rolls,Perk 4 is Intrinsic
415,Techeun Force,Fusion Rifle,Adaptive Frame,Legendary,0.87,0.87,,70.0,45.0,45.0,34.0,41.0,,6.0,44.0,15.0,60.0,,,660.0,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accelerated Coils,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Auto-Loading Holster,3964915602.0,"['Under Pressure', 'Snapshot Sights', 'Threat Detector', 'Kill Clip']",False,Backup Plan,3111166176.0,"['Backup Plan', 'Rampage', 'High-Impact Reserves', 'Rangefinder']",False
416,Persuader,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,39.0,42.0,67.0,61.0,140.0,5.0,71.0,35.0,60.0,,,,,,,,,,,3183290793.0,"['9RECT Telescopic', '50VAL Telescopic']",False,Alloy Magazine,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Snapshot Sights,1890243786.0,"['Hip-Fire Grip', 'Firmly Planted', 'Snapshot Sights', 'Rapid Hit', 'Genesis', 'Field Prep']",False,Moving Target,2517424397.0,"['Triple Tap', 'Ambitious Assassin', 'Explosive Payload', 'Rampage', 'Outlaw', 'Moving Target']",False
417,Accrued Redemption,Combat Bow,Precision Frame,Legendary,1.37,1.37,,76.0,,49.0,60.0,46.0,,,70.0,18.0,77.0,,,60.0,80.0,684.0,,,,,,1785302897.0,"['Agile Bowstring', 'Tactile String', 'Elastic String', 'Flexible String', 'High Tension String', 'Natural String', 'Polymer String']",False,,1139478880.0,"['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Helical Fletching', 'Natural Fletching', 'Straight Fletching']",False,,2851311897.0,"['Rangefinder', ""Archer's Tempo"", 'No Distractions', 'Quickdraw']",False,,783337727.0,"['Moving Target', 'Explosive Head', 'Rampage', 'Rapid Hit']",False
418,Nox Veneris II,Fusion Rifle,Adaptive Frame,Legendary,0.87,0.87,,70.0,39.0,45.0,36.0,40.0,,6.0,46.0,15.0,43.0,,,660.0,,,,,,,Cleanshot IS,,,True,Particle Repeater,,,True,Auto-Loading Holster,,,True,Arc Damage Mod,,,False
419,Mindbender's Ambition,Shotgun,Aggressive Frame,Legendary,0.0,1.1,5.61,80.0,36.0,36.0,38.0,45.0,55.0,5.0,39.0,12.0,69.0,,,,,,,,,,Rifled Barrel,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Steady Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Opening Shot,844010892.0,"['Slideshot', 'Threat Detector', 'Snapshot Sights', 'Pulse Monitor']",False,Rampage,2539715782.0,"['Rampage', 'Quickdraw', 'Moving Target', 'Auto-Loading Holster']",False
420,Elatha FR4,Fusion Rifle,High-Impact Frame,Legendary,1.0,1.0,,95.0,54.0,32.0,29.0,24.0,,5.0,58.0,15.0,62.0,,,860.0,,,,,,,,2320157892.0,"['Signal MS5', 'Impulse MS3', 'Transmission MS7', 'Candle PS', 'Spark PS', 'Jolt PS', 'Flash HS5', 'Torch HS3']",False,,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,,4065269989.0,"['Field Prep', 'Hip-Fire Grip', 'Quickdraw', 'No Distractions', 'Firmly Planted', 'Grave Robber']",False,,3988292491.0,"['Kill Clip', 'Demolitionist', 'Surrounded', 'Threat Detector', 'Backup Plan', 'Snapshot Sights']",False
421,Heart of Time,Pulse Rifle,Rapid-Fire Frame,Legendary,0.8,1.4,,23.0,29.0,48.0,33.0,32.0,540.0,33.0,66.0,17.0,60.0,,,,,,,,,,Candle PS,,,True,Steady Rounds,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
422,Go Figure,Pulse Rifle,Aggressive Burst,Legendary,0.73,1.6,0.205,35.0,72.0,61.0,32.0,40.0,450.0,40.0,40.0,18.0,69.0,,,,,,,,,,,3688480259.0,"['Devil Scope D2', 'Dusk Scope D2', 'Wolf Sight W1', 'King Sight K1', 'Dusk Sight D1', 'Wolf Dot W2', 'King Dot K2', 'Dusk Dot D1']",False,Appended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Kill Clip,1877286731.0,"['Outlaw', 'Moving Target', 'Firmly Planted', 'Zen Moment', 'Under Pressure', 'Hip-Fire Grip']",False,,1124711715.0,"['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Full Auto Trigger System', 'Rangefinder', 'Headseeker']",False
423,The Epicurean,Fusion Rifle,Precision Frame,Legendary,0.9,0.9,,80.0,63.0,54.0,37.0,33.0,,6.0,65.0,15.0,80.0,,,740.0,,,,,,,Hammer-Forged Rifling,3765584482.0,"['Corkscrew Rifling', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accelerated Coils,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Tap the Trigger,1100379208.0,"['Tap the Trigger', 'Feeding Frenzy', 'Quickdraw', 'Under Pressure', 'Snapshot Sights', 'Threat Detector']",False,Backup Plan,2004617034.0,"['Demolitionist', 'Rangefinder', 'Backup Plan', 'Kill Clip', 'Swashbuckler', 'Moving Target']",False
424,Outrageous Fortune,Grenade Launcher,Aggressive Frame,Legendary,0.0,0.4,,,,36.0,32.0,28.0,150.0,5.0,30.0,13.0,57.0,15.0,55.0,,,,,,,,Quick Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Proximity Grenades,3414604496.0,"['Remote Detonation', 'Proximity Grenades', 'Spike Grenades', 'Black Powder', 'High-Explosive Ordnance', 'High-Velocity Rounds', 'Mini Frags', 'Sticky Grenades', 'Concussion Grenades']",False,Rangefinder,601406006.0,"['Rangefinder', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights', 'Threat Detector']",False,Rampage,3659078627.0,"['Genesis', 'Ambitious Assassin', 'Rampage', 'Quickdraw']",False
425,Show of Force XF4865,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,,90.0,73.0,31.0,33.0,36.0,72.0,3.0,41.0,43.0,78.0,,,,,,,,,,ATB Long Range,3536067096.0,"['ATB Long Range', 'ATD Raptor', 'ATA Scout', 'ATC Rex']",False,High-Caliber Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Outlaw,1339899855.0,"['Mulligan', 'Firmly Planted', 'Snapshot Sights', 'Rapid Hit', 'Threat Detector', 'Field Prep']",False,,179532815.0,"['Triple Tap', 'Ambitious Assassin', 'Explosive Payload', 'Rampage', 'Outlaw', 'Moving Target']",False
426,Traveler's Judgment 5,Sidearm,Adaptive Frame,Legendary,0.5,1.1,0.51,75.0,45.0,84.0,56.0,40.0,491.0,30.0,70.0,12.0,89.0,,,,,,,,,,Tactic SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Armor-Piercing Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,,1000843204.0,"['Firmly Planted', 'Rapid Hit', 'Hip-Fire Grip', 'Feeding Frenzy', 'Field Prep', 'Auto-Loading Holster']",False,,3080251980.0,"['Surrounded', 'Tap the Trigger', 'Headseeker', 'Disruption Break', 'Dragonfly', 'Shield Disorient']",False
427,Trophy Hunter,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,0.372,90.0,80.0,30.0,31.0,41.0,72.0,3.0,46.0,50.0,80.0,,,,,,,,,,Arrowhead Brake,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accurized Rounds,22229563.0,"['Accurized Rounds', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Genesis,802715640.0,"['Lead from Gold', 'Genesis', 'Pulse Monitor', 'Triple Tap']",False,Dragonfly,3118161392.0,"['Vorpal Weapon', 'Dragonfly', 'Disruption Break', 'Snapshot Sights']",False
428,Beloved,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,4.25,70.0,55.0,51.0,52.0,44.0,90.0,4.0,68.0,40.0,77.0,,,,,,,,,,Chambered Compensator,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accurized Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,No Distractions,2260332206.0,"['No Distractions', 'Demolitionist', 'Snapshot Sights', 'Firmly Planted', 'Mulligan', 'Field Prep']",False,Box Breathing,2323275812.0,"['Box Breathing', 'Quickdraw', ""Fourth Time's the Charm"", 'Ambitious Assassin', 'Moving Target', 'Rampage']",False
429,Zephyr,Sword,Adaptive Frame,Legendary,0.0,0.0,,56.0,55.0,,,,,50.0,,13.0,,,,,,,55.0,46.0,55.0,60.0,Jagged Edge,,,True,Balanced Guard,,,True,Whirlwind Blade,,,True,Arc Damage Mod,,,False
430,Exit Strategy,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,43.0,48.0,55.0,56.0,900.0,33.0,47.0,13.0,97.0,,,,,,,,,,Arrowhead Brake,,,True,Ricochet Rounds,,,True,Underdog,,,True,Swashbuckler,,,True
431,Sunrise GL4,Grenade Launcher,Precision Frame,Legendary,0.0,0.6,,,,60.0,62.0,60.0,100.0,6.0,70.0,13.0,42.0,45.0,49.0,,,,,,,,Smart Drift Control,,,True,Implosion Rounds,,,True,Threat Detector,,,True,Solar Damage Mod,,,False
432,Pribina-D,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,60.0,20.0,25.0,35.0,110.0,7.0,63.0,14.0,80.0,,,,,,,,,,TrueSight HCS,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,Steady Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Hip-Fire Grip,445765042.0,"['Moving Target', 'Outlaw', 'Auto-Loading Holster', 'Rangefinder', 'Threat Detector', 'Triple Tap', 'Snapshot Sights']",False,,1015081094.0,"['Timed Payload', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot', 'Explosive Payload']",False
433,Steel Sybil Z-14,Sword,Adaptive Frame,Legendary,0.0,0.0,,62.0,46.0,,,,,45.0,,0.0,,,,,,,46.0,55.0,55.0,59.0,Jagged Edge,4067575027.0,"['Hungry Edge', 'Enduring Blade', 'Honed Edge', 'Jagged Edge', 'Tempered Edge']",False,Enduring Guard,1121748741.0,"['Balanced Guard', 'Burst Guard', 'Enduring Guard', 'Heavy Guard', ""Swordmaster's Guard""]",False,Assassin's Blade,1265033934.0,"['Relentless Strikes', 'Tireless Blade']",False,,502433386.0,"['Whirlwind Blade', 'En Garde', ""Assassin's Blade""]",False
434,D.F.A.,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,50.0,59.0,48.0,52.0,140.0,9.0,77.0,14.0,88.0,,,,,,,,,,Arrowhead Brake,,,True,Accurized Rounds,,,True,Opening Shot,,,True,Kinetic Damage Mod,,,False
435,Multimach CCX,Submachine Gun,Lightweight Frame,Legendary,0.67,0.67,,15.0,36.0,44.0,73.0,33.0,900.0,36.0,55.0,13.0,100.0,,,,,,,,,,IS 2 Classic,,,True,Accurized Rounds,,,True,Dynamic Sway Reduction,,,True,Kinetic Damage Mod,,,False
436,The Emperor's Envy,Fusion Rifle,Precision Frame,Legendary,0.9,0.9,,80.0,60.0,53.0,33.0,34.0,,6.0,56.0,15.0,77.0,,,740.0,,,,,,,Projection Fuse,,,True,Moving Target,,,True,Rampage,,,True,Void Damage Mod,,,False
437,Every Waking Moment,Submachine Gun,Precision Frame,Legendary,0.8,1.13,,25.0,54.0,44.0,30.0,26.0,600.0,26.0,56.0,13.0,91.0,,,,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Extended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Tap the Trigger,1458280772.0,"['Subsistence', 'Zen Moment', 'Hip-Fire Grip', 'Genesis', 'Outlaw', 'Slideways']",False,,226538188.0,"['Swashbuckler', 'Dynamic Sway Reduction', 'Disruption Break', 'Eye of the Storm', 'Kill Clip', 'Demolitionist']",False
438,The Domino,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,53.0,49.0,47.0,46.0,90.0,4.0,62.0,40.0,74.0,,,,,,,,,,9RECT Telescopic,,,True,Alloy Magazine,,,True,Pulse Monitor,,,True,Solar Damage Mod,,,False
439,Crimil's Dagger,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,64.0,31.0,31.0,32.0,110.0,8.0,67.0,14.0,98.0,,,,,,,,,,Fastdraw HCS,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,Drop Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Rangefinder,445765042.0,"['Moving Target', 'Outlaw', 'Auto-Loading Holster', 'Rangefinder', 'Threat Detector', 'Triple Tap', 'Snapshot Sights']",False,Opening Shot,1015081094.0,"['Timed Payload', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot', 'Explosive Payload']",False
440,Prometheus Lens,Trace Rifle,Prismatic Inferno,Exotic,0.8,0.93,,6.0,64.0,50.0,42.0,46.0,1000.0,100.0,100.0,16.0,90.0,,,,,,,,,,Chambered Compensator,,,True,Projection Fuse,,,True,Flame Refraction,,,True,Composite Stock,,,True
441,Malfeasance,Hand Cannon,Explosive Shadow,Exotic,1.0,1.33,0.216,78.0,46.0,82.0,36.0,82.0,180.0,14.0,50.0,14.0,98.0,,,,,,,,,,Corkscrew Rifling,,,True,Extended Mag,,,True,Taken Predator,,,True,Heavy Grip,,,True
442,Jötunn,Fusion Rifle,Charge Shot,Exotic,0.82,0.82,1.4,95.0,52.0,31.0,33.0,31.0,,5.0,67.0,15.0,77.0,,,820.0,,,,,,,Volatile Launch,,,True,Liquid Coils,,,True,Shield Disorient,,,True,Polymer Grip,,,True
443,Ace of Spades,Hand Cannon,Memento Mori,Exotic,0.87,1.73,1.54,84.0,78.0,46.0,46.0,48.0,140.0,13.0,70.0,14.0,100.0,,,,,,,,,,Corkscrew Rifling,,,True,High-Caliber Rounds,,,True,Firefly,,,True,Smooth Grip,,,True
444,Outbreak Perfected,Pulse Rifle,The Corruption Spreads,Exotic,0.87,1.33,0.315,27.0,50.0,46.0,50.0,50.0,450.0,34.0,65.0,17.0,80.0,,,,,,,,,,Extended Barrel,,,True,Accurized Rounds,,,True,Outlaw,,,True,Parasitism,,,True
445,Wish-Ender,Combat Bow,Queen's Wrath,Exotic,1.58,1.58,0.246,92.0,,91.0,46.0,37.0,,,51.0,18.0,60.0,,,30.0,72.0,792.0,,,,,High Tension String,,,True,Anti-Taken Fletching,,,True,Broadhead,,,True,,,,False
446,Sweet Business,Auto Rifle,Payday,Exotic,0.6,1.57,0.223,18.0,37.0,46.0,10.0,10.0,360.0,45.0,80.0,16.0,100.0,,,,,,,,,,Polygonal Rifling,,,True,Armor-Piercing Rounds,,,True,Business Time,,,True,Composite Stock,,,True
447,MIDA Multi-Tool,Scout Rifle,MIDA Multi-Tool,Exotic,0.9,1.8,0.853,60.0,42.0,37.0,82.0,82.0,200.0,16.0,100.0,20.0,80.0,,,,,,,,,,Corkscrew Rifling,,,True,High-Caliber Rounds,,,True,MIDA Radar,,,True,Hand-Laid Stock,,,True
448,Truth,Rocket Launcher,Prototype Trueseeker,Exotic,0.0,0.0,0.6,,,66.0,68.0,45.0,15.0,1.0,73.0,20.0,60.0,95.0,48.0,,,,,,,,Volatile Launch,,,True,High-Velocity Rounds,,,True,Grenades and Horseshoes,,,True,Composite Stock,,,True
449,Xenophage,Machine Gun,Pyrotoxin Rounds,Exotic,1.0,1.0,,100.0,71.0,39.0,37.0,38.0,120.0,20.0,33.0,16.0,85.0,,,,,,,,,,Full Bore,,,True,High-Caliber Rounds,,,True,Rangefinder,,,True,Composite Stock,,,True
450,The Last Word,Hand Cannon,Fan Fire,Exotic,0.8,1.33,2.51,78.0,28.0,46.0,28.0,82.0,225.0,8.0,40.0,11.0,100.0,,,,,,,,,,Corkscrew Rifling,,,True,Accurized Rounds,,,True,Hip-Fire Grip,,,True,Textured Grip,,,True
451,Coldheart,Trace Rifle,Cold Fusion,Exotic,0.73,0.93,,6.0,64.0,64.0,42.0,37.0,1000.0,95.0,100.0,16.0,90.0,,,,,,,,,,Extended Barrel,,,True,Enhanced Battery,,,True,Longest Winter,,,True,Hand-Laid Stock,,,True
452,The Wardcliff Coil,Rocket Launcher,Mad Scientist,Exotic,0.0,0.0,2.4,,,55.0,82.0,55.0,60.0,1.0,80.0,15.0,60.0,55.0,100.0,,,,,,,,Volatile Launch,,,True,Extended Mag,,,True,Mechanized Autoloader,,,True,Composite Stock,,,True
453,Cerberus+1,Auto Rifle,Four-Headed Dog,Exotic,0.6,1.67,0.243,33.0,10.0,32.0,39.0,42.0,360.0,31.0,60.0,16.0,86.0,,,,,,,,,,Rifled Barrel,,,True,Fluted Barrel,,,True,Full Bore,,,True,Spread Shot Package,,,True
454,Whisper of the Worm,Sniper Rifle,White Nail,Exotic,0.0,0.83,,100.0,78.0,24.0,35.0,42.0,72.0,3.0,39.0,40.0,74.0,,,,,,,,,,Polygonal Rifling,,,True,Accurized Rounds,,,True,Mulligan,,,True,Fitted Stock,,,True
455,Worldline Zero,Sword,Tesseract,Exotic,0.0,0.0,,62.0,46.0,,,,,50.0,,0.0,,,,,,,55.0,55.0,46.0,60.0,Tempered Edge,,,True,Infinite Guard,,,True,Assassin's Blade,,,True,Tireless Blade,,,True
456,Wavesplitter,Trace Rifle,Harmonic Laser,Exotic,0.73,0.93,,6.0,70.0,78.0,56.0,50.0,1000.0,94.0,100.0,16.0,100.0,,,,,,,,,,Polygonal Rifling,,,True,Enhanced Battery,,,True,Supercharged Battery,,,True,Fitted Stock,,,True
457,The Queenbreaker,Linear Fusion Rifle,Wire Rifle,Exotic,0.63,1.27,,41.0,55.0,82.0,46.0,64.0,,5.0,60.0,25.0,60.0,,,633.0,,,,,,,Marksman Sights,,,True,Enhanced Battery,,,True,Hip-Fire Grip,,,True,Fitted Stock,,,True
458,One Thousand Voices,Fusion Rifle,Ahamkara's Eye,Exotic,1.33,1.33,,100.0,100.0,46.0,10.0,37.0,,4.0,100.0,25.0,100.0,,,1000.0,,,,,,,Extended Barrel,,,True,Liquid Coils,,,True,Unforeseen Repercussions,,,True,Fitted Stock,,,True
459,Arbalest,Linear Fusion Rifle,Compounding Force,Exotic,0.53,1.07,0.637,41.0,42.0,55.0,32.0,35.0,,5.0,61.0,25.0,77.0,,,533.0,,,,,,,Extended Barrel,,,True,Projection Fuse,,,True,Disruption Break,,,True,Composite Stock,,,True
460,Deathbringer,Rocket Launcher,Dark Deliverance,Exotic,0.0,0.0,,,,62.0,69.0,40.0,15.0,1.0,72.0,20.0,58.0,95.0,46.0,,,,,,,,Volatile Launch,,,True,Alloy Casing,,,True,Dark Descent,,,True,Composite Stock,,,True
461,Telesto,Fusion Rifle,Unplanned Reprieve,Exotic,0.93,0.93,0.281,85.0,32.0,81.0,57.0,82.0,,4.0,46.0,20.0,66.0,,,780.0,,,,,,,Projection Fuse,,,True,Harbinger's Pulse,,,True,Polymer Grip,,,True,,,,False
462,The Huckleberry,Submachine Gun,Ride the Bull,Exotic,0.67,1.0,,22.0,53.0,42.0,60.0,10.0,750.0,37.0,49.0,13.0,100.0,,,,,,,,,,Fluted Barrel,,,True,Ricochet Rounds,,,True,Rampage,,,True,Short-Action Stock,,,True
463,Rat King,Sidearm,Rat Pack,Exotic,0.6,1.0,,49.0,37.0,46.0,46.0,46.0,300.0,15.0,60.0,12.0,80.0,,,,,,,,,,Smallbore,,,True,Tactical Mag,,,True,Vermin,,,True,Smooth Grip,,,True
464,Anarchy,Grenade Launcher,Arc Traps,Exotic,,,,,,64.0,63.0,67.0,150.0,6.0,69.0,13.0,50.0,40.0,100.0,,,,,,,,Quick Launch,,,True,High-Velocity Rounds,,,True,Moving Target,,,True,Composite Stock,,,True
465,Bastion,Fusion Rifle,Saint's Fists,Exotic,,,0.478,80.0,32.0,52.0,34.0,32.0,,5.0,65.0,15.0,75.0,,,740.0,,,,,,,Hammer-Forged Rifling,,,True,Liquid Coils,,,True,Breakthrough,,,True,Composite Stock,,,True
466,Leviathan's Breath,Combat Bow,Big-Game Hunter,Exotic,0.0,0.0,,60.0,,10.0,10.0,10.0,,,66.0,20.0,75.0,,,20.0,75.0,1328.0,,,,,Chain Bowstring,,,True,Fiberglass Arrow Shaft,,,True,,,,False,Leviathan's Sigh,,,True
467,Two-Tailed Fox,Rocket Launcher,Twintails,Exotic,0.0,0.0,,,,55.0,52.0,36.0,40.0,1.0,67.0,20.0,61.0,65.0,55.0,,,,,,,,Confined Launch,,,True,High-Velocity Rounds,,,True,Play with Your Prey,,,True,Composite Stock,,,True
468,Bad Juju,Pulse Rifle,String of Curses,Exotic,0.87,1.33,,27.0,42.0,66.0,47.0,52.0,450.0,27.0,60.0,17.0,85.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Steady Rounds,,,True,Hip-Fire Grip,,,True,Short-Action Stock,,,True
469,SUROS Regime,Auto Rifle,SUROS Legacy,Exotic,0.7,1.2,0.391,21.0,50.0,49.0,68.0,67.0,600.0,25.0,68.0,16.0,50.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Tactical Mag,,,True,Spinning Up,,,True,Hand-Laid Stock,,,True
470,Sunshot,Hand Cannon,Sunburn,Exotic,0.8,1.6,0.368,80.0,38.0,46.0,83.0,75.0,150.0,12.0,60.0,14.0,98.0,,,,,,,,,,Chambered Compensator,,,True,Accurized Rounds,,,True,Sun Blast,,,True,Textured Grip,,,True
471,Sturm,Hand Cannon,Accomplice,Exotic,1.07,1.6,,92.0,64.0,56.0,46.0,55.0,110.0,9.0,50.0,14.0,80.0,,,,,,,,,,Extended Barrel,,,True,Extended Mag,,,True,Storm and Stress,,,True,Combat Grip,,,True
472,Riskrunner,Submachine Gun,Arc Conductor,Exotic,0.73,1.0,0.298,20.0,55.0,60.0,51.0,42.0,900.0,37.0,50.0,13.0,94.0,,,,,,,,,,Arrowhead Brake,,,True,Extended Mag,,,True,Superconductor,,,True,Short-Action Stock,,,True
473,Tarrabah,Submachine Gun,Ravenous Beast,Exotic,0.67,1.0,,22.0,49.0,28.0,55.0,42.0,750.0,31.0,40.0,16.0,90.0,,,,,,,,,,Extended Barrel,,,True,Armor-Piercing Rounds,,,True,Bottomless Appetite,,,True,Hand-Laid Stock,,,True
474,Borealis,Sniper Rifle,The Fundamentals,Exotic,0.0,0.83,,90.0,54.0,52.0,73.0,68.0,72.0,4.0,65.0,45.0,55.0,,,,,,,,,,Corkscrew Rifling,,,True,Extended Mag,,,True,Ionic Return,,,True,Hand-Laid Stock,,,True
475,Izanagi's Burden,Sniper Rifle,Honed Edge,Exotic,0.0,0.67,,70.0,53.0,47.0,52.0,46.0,90.0,4.0,62.0,45.0,73.0,,,,,,,,,,Chambered Compensator,,,True,Accurized Rounds,,,True,Outlaw,,,True,Composite Stock,,,True
476,D.A.R.C.I.,Sniper Rifle,Personal Assistant,Exotic,0.0,0.43,,55.0,37.0,78.0,78.0,64.0,140.0,5.0,60.0,40.0,100.0,,,,,,,,,,Extended Barrel,,,True,Extended Mag,,,True,Target Acquired,,,True,Short-Action Stock,,,True
477,Thunderlord,Machine Gun,Reign Havoc,Exotic,0.53,0.8,,41.0,64.0,55.0,46.0,68.0,450.0,62.0,90.0,15.0,70.0,,,,,,,,,,Polygonal Rifling,,,True,Armor-Piercing Rounds,,,True,Lightning Rounds,,,True,Feeding Frenzy,,,True
478,Polaris Lance,Scout Rifle,The Perfect Fifth,Exotic,0.8,2.0,,67.0,73.0,55.0,36.0,40.0,150.0,14.0,39.0,21.0,77.0,,,,,,,,,,Smallbore,,,True,Tactical Mag,,,True,Zen Moment,,,True,Fitted Stock,,,True
479,Crimson,Hand Cannon,Banned Weapon,Exotic,0.87,1.43,2.91,92.0,60.0,82.0,50.0,64.0,415.0,14.0,75.0,14.0,55.0,,,,,,,,,,Smallbore,,,True,Accurized Rounds,,,True,Cruel Remedy,,,True,Heavy Grip,,,True
480,Lord of Wolves,Shotgun,Shrapnel Launcher,Exotic,0.2,0.27,1.15,68.0,28.0,45.0,46.0,82.0,640.0,5.0,80.0,12.0,80.0,,,,,,,,,,Chambered Compensator,,,True,Extended Mag,,,True,Release the Wolves,,,True,Composite Stock,,,True
481,The Chaperone,Shotgun,Precision Slug,Exotic,0.0,0.93,0.689,75.0,100.0,28.0,82.0,37.0,70.0,6.0,70.0,12.0,50.0,,,,,,,,,,Hammer-Forged Rifling,,,True,Accurized Rounds,,,True,The Roadborn,,,True,Hand-Laid Stock,,,True
